ID;TOTAL_NF_ENTRADA;IDADE;SXE;SXA;FUZZYNUMBER;FUZZYLABEL
49cb28e2a74311276f86663c464fbd7d57c21a2a8fa81acab3a66cb45f651aa9;389481,97;5,53;0,035;0,001;0,831818182;Muito Provável
112e7f901ea12f5bfd6951d0d8729d7bde42062cf625ea94da5bdb076c989a8a;37184,69;181,28;0,028;0,177;0,860299516;Pouco Provável
8bf4d35a18f05acaefd3e37fca78def36eaa7515d12b64f21744169516c74c8d;46836355,1;189,34;0,337;0;0,790413026;Muito Provável
69acefe78ce65f791fa4e03dca35f76d1f83f0108813f0a72b54278d3ddef060;18983497,97;41,5;0,247;0;0,816257672;Muito Provável
26f1b4bc3ee7dc709ff9c30be188eb2c4fdd28969fa67ffd92de7eac5688c973;218646,57;8,82;0,018;0,035;0,826863354;Muito Provável
771eaf181989369711032b2a7b7b4a75a04e61a97e4e26f33ddf88d2782d186a;1076883,72;45,37;0,826;0,003;0,821794872;Muito Provável
05db5c8a0e998604afd8ed40484f9b4ca302daabecfcd63bc005b47cded29eeb;146176484,5;87,5;0,784;0;0,833333333;Muito Provável
9dabdcecbdb5d6ba88978905aeb4ae572fc93dd2f341fe9c709ea787a132211c;73467,89;40,34;0,002;0,048;0,827777778;Muito Provável
d4a190b64e7f714595d0937881829b7f2c407676ff923774b8ffc2e42187737c;3740;362,34;0,001;0,006;0,795833333;Provável
88d2db7634411ffe3e5ca80b6e5357388931344cd3778738e6b46686a3c18a9e;79065,19;52,24;0,025;0,016;0,777718381;Muito Provável
17b1d978aeaaba240b45ddceb08ecc085115bf9cab2244b7db00f3384566e086;42329,39;14,53;0,028;0,007;0,785294118;Muito Provável
4a2f3e93cb9f7e2f818909a6d42b9c5ddf916e92e8168b4c0fa35d9988322c6a;183141,2;157,66;0,038;0,021;0,25;Provável
9a3795a400ee8642bbd1f23531ba0fb590a3de32de638c0c7c11fefc45b15479;404231,75;146,08;0,017;0,011;0,760704875;Muito Provável
0ad04510afe5524cb791a929def65c5573e5e9f5ccabb6f51ce1426291ddc570;4837435,27;139,82;0,29;0,086;0,804840398;Provável
afca1b41bc37baa8d471c2b9f218fa1bb8fd707ed810674adfceb5a8f958c43f;197360,15;79,18;0,006;0,155;0,859086958;Pouco Provável
49c9b30da706b6db8c54761ab7b70bcf56808d49caf110fd86b10652ef854645;570,8;3,47;0,002;0;0,833333333;Muito Provável
ddff3a736dd29cddb3bc0fa1b27a8e3fafc9ec3d476879b62bd34116f2fa9406;5292408,52;176,21;0,074;0;0,805555556;Muito Provável
7f29bac1454da066a9aa0d6987bbc8791ccca94f76bc201b5b513bc38afbd0d0;25899,74;1,47;0,014;0;0,833333333;Muito Provável
dc11327b41c673068d4313f262f29ea1491735f1746230b26d91f592d30d3988;30190,88;191,47;0,042;0,001;0,831818182;Muito Provável
a5c0865b382eb89337b7d95d5813fcd93b7090937e9d2d9939461606370767c7;13550008,57;232;0,206;0,033;0,823424462;Provável
a2dc8f90140b1589b730bfe29673e39ecf5e6e2f44fbca02fa30e54e81513500;51116,02;210,6;0,048;0,092;0,901587302;Pouco Provável
3cf11ca971c7da0a6e7acc41e68872e03b7ff6b5b04385e3553819c2062a59a3;1834760,63;72,79;0,068;0,081;0,807838983;Provável
b6b2e14b4b09056a0018578f00bb60e96b5204b80f3eb754922d0137406581e7;508421,02;192,57;0,011;0,069;0,50434282;Pouco Provável
6f72a8a7ad85675a717756705bccf4343d48bd54c1e992e029a90df71cd8c690;251211,79;66,79;0,058;0,028;0,812604752;Muito Provável
be412afff8466a13e02224458ecbaca8287271b68e30d64c271181b9ed1c533c;141606,34;179,21;0,055;0,003;0,805555556;Muito Provável
e8936ea677544fb164b34b350e154fa1619d3e39437c9425793ed50fb9ee7a8b;397724,88;69,53;0,257;0,009;0,548565647;Muito Provável
a4299c69006dee65a189dddc310e50dbbe8ca59d3026943d2fc5c32397e01b66;34300;69,6;0,037;0,001;0,831818182;Muito Provável
9957fe8b691a888fa1f4e51617f755632821e5e6087143a26c316bc7b0fd7005;56815,56;143,18;0,076;0,072;0,785294118;Provável
a16ee97abff7192c7794e4f87348650d30c5e174ae2530888932bd9a11def50b;185092,58;5,82;0,042;0;0,833333333;Muito Provável
1f20dfb5fef6ddcadc0c02b39648b33347fccf68383c12630bb7f29362ed4aa6;36194626,33;503,69;0,014;0,008;0,774074074;Provável
fbf5bfc12187a00385cacaec944f4da55e9807f81d2b50440a22b0695b9eb350;32366,98;350,69;0,019;0,001;0,324321459;Provável
458de422a746efc245cc813b161f7e0ca1cc1c79e773477b46db976dc188392e;190147,66;210,6;0,009;0,115;0,895021645;Pouco Provável
8a96e179808c759fb765af1ebfab53f3aa103cc50c604447415b9fab91a947ed;1839500;251,37;0,405;0,01;0,757174274;Provável
bf22834387a631c02ea27d716050318ee33e5fa0ce6624e389c367302b35d02d;36051,95;9,47;0,034;0,007;0,785294118;Muito Provável
05fe412b10b73d212103b3da623d29023af93fa83c53151332073ad34a195860;326891,92;143,34;0,168;0,592;0,881497446;Pouco Provável
930057f5c46229ce4129779dccfd9f21f8c434256e43f3588cce6b7d330f9708;814,81;106,11;0,001;0;0,833333333;Muito Provável
0f688d8e3b1ae22c9dd4a6e048b438333cd242555d8154ad04104089d0c4a86a;46186,46;56,37;0,048;0;0,833333333;Muito Provável
f54e1e9065686f7ebde8fed378a33f60c2b58b54784666ae55aa94ab5069aea8;942593,25;274;0,029;0;0,825;Muito Provável
d02e71900f524208c30125482d16be28ccf2a5bd0fcb7a0d84c69a71c5eaa098;114417,68;109,15;0,01;0;0,833333333;Muito Provável
777037b5d9a62368c4848c73be3e5c193d480609d9f23690b775246c1104bc7b;77037,83;189;0,026;0,088;0,717649395;Pouco Provável
f2623b1ce0ba51ce38f6ca58c0956c2ed3b714d279f6dc72ba03d09037fb76ca;25807,73;146,69;0,009;0,013;0,767644173;Muito Provável
fc5b809b8ca2536618234e5f6a3a5407eac02acef364489d510458bbd93e16f6;10277603,65;282,53;0,385;0,004;0,774074074;Muito Provável
ff22d54df5c99f809f712b92ff3da700057ee00b148ceaa090c20adc5e15ef8c;769541,69;239,21;0,134;0,539;0,878999265;Pouco Provável
a04c7d65dfb65d09278931671418d79026c680d8d327026e0f9a560d4a329c7c;11920412,85;380,24;0,258;0,004;0,813527041;Provável
619096c214dd03b8cc0e8927fae4f74d413c765fa5a69e06b6b6994fedfaffd7;133713,39;240,69;0,031;0,006;0,795833333;Muito Provável
167c642cd831614f30dbeea9ebbd1ccbec116af7842b36e63f3cdbfd65135fbd;79858,17;21,18;0,094;0;0,793786008;Muito Provável
b960882b14895c2f6ff9b67c10e4cc0633f88ebddb6e4fbf2ca15c025d7a3410;14927444,25;257,18;0,428;0,095;0,870018674;Pouco Provável
a58aad68c527d0372f90eba0bcd5e9af99c1ad93133d139ec24c1fd9dc9008d6;2131904,17;32,47;0,03;0,055;0,809659091;Muito Provável
1480ee58518b1af2c1409b979e32b789cf9080bd79c272520778a57682f60535;1790931,82;138,98;0,614;0,009;0,548565647;Muito Provável
f1f43c0404dbcd1448b11f9410603213af484f6c8334c28a1bc5527b3dfc16f9;445284,44;120,15;0,155;0,03;0,817273101;Provável
337c215555fb4227c656ba830f280444a9e7b8300cb184e791f64c75dd938246;223049,39;60,79;0,007;0,128;0,862453314;Provável
93e607e4791bdfba9dfb1c326c7ac57a95cd57c19f90d1bcf19ccf4ce0cd519b;95570,97;26,5;0,016;0,012;0,764195466;Muito Provável
780ab09769cf55efaf4049999e77663727d1be6026899fbc29fd768da287ce4d;1747909,08;72,66;0,065;0,083;0,812207602;Provável
7d1c71ada3a226f3797ba9ca025e51f0a26cf05c79cd22c3d83ba5e5a8d47282;258133,7;215;0,017;0,013;0,767644173;Provável
9513e5cdd78fd68c317a9fec84cdac08d96aefe50d2ae57445b58a2d235e371d;50223,45;226,37;0,034;0,021;0,793456694;Provável
02eea706ff9be1745b872efac32be856e31158a77270ce85cddb2dd6551b7dbd;55814230,94;40,53;0,266;0,051;0,811454826;Provável
65af9b4e062c0768dfa5b2a50518655e6ecb3471ee35da8b1aecb019d1328d30;36557,05;176,24;0,037;0,024;0,25;Provável
10d8a76ed432f6c68675c7d2a4f1361e861b6b8267814bbdf636558ff089552c;8449,9;151,18;0,006;0;0,805555556;Muito Provável
78372ac533623476ae80d0463f7987190f1b4550e9fc870ff331dc60be6832e9;119705,5;28,86;0,044;0;0,833333333;Muito Provável
c05289d373cfd42c7ac57cd682d64732c244008dbc0d8e568c8fe70a462964bc;1005637,4;6,69;0,044;0;0,833333333;Muito Provável
d45e9afdb780ab57486f264bc537f7a4559f5e5b709f7633e8a82f6d7f5b3a9f;877215;306,66;0,033;0,009;0,548565647;Muito Provável
2b560944241b9b5de60c345eb8b524a30d992cadf365ee299600b317fa07576c;47564,68;145,11;0,017;0,028;0,812604752;Muito Provável
9d827b2b096a00b1ad056d6d5720432a2f3b5e56ff2b2363d22655486dc1c411;742422,06;87,24;0,017;0,05;0,823593074;Muito Provável
ce543ecb3c3dad98babbfd7793b14b7c8d3767522a7a8df6cf6552ef1bf72843;60286,77;176,21;0,057;0,06;0,25;Provável
dc4ca9bc05b9631e33384db7f3b6202af2476b5012be74a7bae77af9c0e2e7fd;9328,63;122;0,014;0;0,825;Muito Provável
fa6ed01d7f082b91de34f16d37134065d46e0b9e1784734db6439b2fcd4a5cd3;197564,71;274,82;0,007;0,008;0,774074074;Muito Provável
5ca8064d84c53efdce025beb03a136fe5135335532dfed256f7f885535fb10c3;68233,67;247,18;0,022;0,037;0,829679952;Provável
fb0fab1a54582de55466763da2c8e1996731fa035ebedb932678618a576e35f4;8087,41;118,73;0,014;0,114;0,818209877;Provável
365646f7eec2c31d3ace65da15f3280efceda7453d8e8e7a6ff45b06e1bbf074;479217,71;186,28;0,148;0,023;0,79931562;Provável
a28e38e3a70a20c59d83d833dd49ad321e35c6779754334bcfe8cf6d8b612d71;68968,24;82,37;0,029;0,017;0,780978261;Muito Provável
0bf95945e617258880d896647b2eebea306ef2228f5b855930a83f0ae988d002;8589382;157,66;0,679;0,008;0,774074074;Muito Provável
125204cc4ec1a02ca774e304a5d89cccd5780981239842f8feba38b413581f14;7815,06;96,44;0,008;0;0,833333333;Muito Provável
1494c3b95b0419ecee313bb418225e1e0472aee6ecaaa40b19695ff06038e3bf;100480,23;200,66;0,793;0,023;0,79931562;Provável
1c0f5d504f158a0e180dbe61a88a36a092616054f40ff4cd6c50fd0a80272b1a;2697,96;147,21;0,001;0,007;0,785294118;Muito Provável
054c8600e480a6ed22c8a1500a00bab3d02d242bf779f45b63d2baf2f069851f;255995;197,05;0,346;0,007;0,785294118;Muito Provável
50d011a10eef1b3b2d2ab9b0616108922f4256b5822569b4896bf6377e76c487;425615,85;176,21;0,034;0,026;0,25;Provável
0e89b48272ccacd012e081c41fd1f3cfb4d6e77c31225e03786d22bb306e7306;103946,67;152,76;0,053;0,008;0,774074074;Muito Provável
3e3cdf6c7322bf11c184aaceb2560f5427e59c8b375e19d08fa18f1cc4550573;387926,57;504,6;0,163;0,18;0,860464286;Pouco Provável
afb5e3d8f546981224bf3bb3302e9c7f8bb0fe4977924f6c304dc786cc29e5fc;4985922,8;216,4;0,542;0,012;0,764195466;Provável
36dd44d53b525f3d827819797cde8974f961c4c9d413c4eb64f5a0b87fc8fa70;228040,3;176,21;0,017;0;0,805555556;Muito Provável
81719ee481efe584a8b99888b1682c12dd76dd22fc082ea9f0426fd3dc7b8390;124446,1;101,5;0,048;0,019;0,787335499;Muito Provável
477e6d017aab83e629b652ab18cc8a95c01c6e74c60a5289835abab955364ee8;136814,71;176,18;0,018;0,017;0,25;Provável
f4794e9af1ff751be5d02c08ffcaebd5e78f1d2f849756f799c19750abc47569;231890;27,44;0,314;0;0,797694303;Muito Provável
f9d864a66834968ed38e7cde35e5efe1f5590a5d7ec50ed5af1400d399343702;75238290,86;250,95;0,416;0,047;0,763082942;Provável
2ee1df2d79b82b80f1fa0328258e5580b1e57b8d34daa063cff5581af950790e;373804,5;61,18;0,153;0;0,832194378;Muito Provável
73e58cbf0564dcbe2849482e3d675b23d396a47d8ed98f635920f73b339d44aa;20531;37,11;0,088;0,193;0,86117666;Pouco Provável
241771879399b21712c2b7910998a73bf8df588f2c45da02f3e44169dcffbc18;6551846,37;78,4;0,061;0,075;0,793269231;Provável
863d26cc84e4619167f18270c4ccbacd875dd92a093ad3b090facb4cdb7d8eea;58884,28;145,15;0,031;0,025;0,804882014;Muito Provável
28adb530101145335fa504f7b357c231f8611cd971e2e2fda344c4f17b4b4b02;949456,79;135,98;0,232;0,078;0,800806452;Provável
8ac5c8591d8d5ad5ac738a93085309c6d8c1f205f8952bb19bff8b3850ad43c7;15369,65;233,5;0,06;0,031;0,819444444;Provável
67d773f635e1960a6d262d7a219a4ced32eaf28c7a22a04e27cce20e9e78b8ad;85023,32;160,73;0,041;0,028;0,25;Provável
c32276c7bcdf93e2f9aca7d586619c8cbd471a755da952e458fea06ee4953117;20570,33;136;0,017;0,02;0,790427155;Muito Provável
8cb049b3dd4136e915947959e2ff7dadbedf09a7fb2c074ab32797ebd69e167b;351542,84;19,5;0,097;0,039;0,664512936;Provável
27b8497d8239cbc2da25e2f15e1e7da9d6edd9ab31657c1b86a8f01659ad7bf6;142090;133,95;0,103;0,001;0,810925926;Muito Provável
6651390eb9660be406f23ec85b39cc0880fcf2df3aa8370e4a8f26aff5878663;2127889;88,66;0,302;0,013;0,767644173;Provável
db388837405a4a1e4b34ad01db6e13928d18ad2069fa3a283c71abb171babef1;14554566,21;78,4;0,1;0,063;0,780271465;Provável
c6c2e46791982e8418a329c5bd526da96fff8a17d91df94233b9a72cf92df622;447561,41;87,73;0,101;0,006;0,795833333;Muito Provável
22b6d6c9cb97488d44a3f4978f6cfb1f67a7a94aae2e9b11bb907a274ea79edb;2000,7;129,11;0,001;0,002;0,825;Muito Provável
75c75161183b9e75365be8fa22b9cc029d9a24541fc68fc208cbdee205491900;11352,26;123,82;0,001;0,073;0,787997512;Provável
daeadc4e0896bde645d45f5010c472c3eb7a05342cf6f5fff9b61a1b6062f7cc;307862,9;198,11;0,009;0,002;0,827777778;Muito Provável
d1f7113ffa3f57b607c4ad2632528b3b561f5d0027677c49a9b87ebc16ee09d6;12208022,58;218,31;0,104;0,061;0,890193705;Pouco Provável
949db7aba1ae1695fc978779b8875402d2b6b4c382c8ab3a01378a4507fb60d3;513800;87,47;0,352;0,001;0,785461724;Muito Provável
f45cf4c759bb37e9b7962e82d55a796c4627a007ec0a4b2db43c9b8007c5f35a;77505,85;26,28;0,145;0,016;0,777718381;Provável
0bc5760d355506d4dacc7b73329e03cca809455475addea8e4c06a4d887e9083;5856173,61;150,73;0,066;0,1;0,568584555;Pouco Provável
cb92aea773bc4e46a344c1ac8bad471421ac040c4f5564fade27ccd209f45fb6;17490911,76;3,5;0,454;0,004;0,791707317;Muito Provável
a7bda227518a9c3107ec3d1b70c262efa31cb76749610567c7772274aee83198;1706579,7;157,34;0,157;0,066;0,566150082;Pouco Provável
052458f8ee81abd815f6f2eaae861b5669f5c8bbc15cd5da75bec272893ac788;1473984,49;251,86;0,305;0,02;0,790427155;Provável
041c97372fbe38597ea2d45a14f8e7c81bc7c5fe88e1ca3721f4ae8f9845033e;235966,06;217,37;0,013;0;0,833333333;Muito Provável
24afb81795eac9c1cb8a6fd6883318e7253e228e8405fbe9f3b66d2168e550fb;5064068,14;204,47;0,104;0,001;0,812629108;Muito Provável
c1ec402c1a79dbd3ed9f353928dee47c05127444f8fd0a191a1081b4be6d6e7b;124567416,7;141,21;0,2;0,001;0,825;Muito Provável
14020a88f7cabe6650a00b0184496c44b491c77198412f793dde3acb5583eb69;185074,68;54,69;0,094;0,033;0,529959016;Provável
b55fd24c16a5f9a0612b1cea39d8bdb4024ea1ec7e81ab763a5e865b62a370de;152018,52;187,53;0,015;0,01;0,25;Provável
86f937a2f883a0a7f6435ccf3348911b622310f4ef55248e948c94848bc509b4;703449,6;45,82;0,068;0,045;0,81745098;Muito Provável
493efc10b6188a435d3fd2d25293ef184ac0e7751c482f462a8c2443f22a65df;63242,34;131,21;0,079;0,037;0,600451117;Muito Provável
6c40a9818d5427f5405aae41f98b07cd369952627bd9c14f598c00d154098b33;4524233,91;84,73;0,264;0,044;0,811979443;Provável
2c6064909693a912eef25be6a7a4a176cc0e883cf33a058a2d5c06b3ff5b8c2a;136564,48;49,76;0,068;0,003;0,81745098;Muito Provável
b0afe93997747f51662a02656ddb999965fa5938d753543d6f622bbd6e9da4c9;988705,79;77,69;0,078;0,045;0,625840456;Muito Provável
693455cbd9ff766f83ff73bb6d5e6b4ffa709c0c2258d2a3e5eeaec5270459d8;84552,82;264,34;0,043;0,081;0,890193705;Pouco Provável
82600f65715b1eab13733bd07a20787becea1c05cfe4cb1e786a0cb9fc137cf7;3301241;77,15;0,546;0,006;0,795833333;Muito Provável
19a92f0fc9fc68e98a5119c696f27511c1a2794ab0d6fb361df8a26f65cec160;45143,8;35,89;0,149;0,006;0,795833333;Muito Provável
910bfc77dba7999e8d94704e01425971a5fb5ba1133073e7cbe479f66fe0b959;123313,32;72,53;0,069;0,013;0,767644173;Muito Provável
395b998b59ab1c5b8c84a9d0fff673979b168e9bf3dfe33980a8f2025e7b86bb;2883695,13;40,08;0,31;0,007;0,785294118;Muito Provável
0c445bd55ded287943f7b1394a8524d96bb9912ab36340ce48f8d128eded9d9c;503143,6;127,82;0,476;0,001;0,806170635;Muito Provável
401eef62f182213333382b4b96e473d1d9eb1212d38b46e7e57ba561881806d4;459209,69;51,79;0,209;0,006;0,795833333;Muito Provável
20cbe2da13ee66ec9a11eaf385df3e31c36edd221236874841d74c5ab22cb064;2353025;82,4;0,387;0;0,77336391;Muito Provável
433341d983e01781cc4a35f5f3aa3e4e859aae9f052dd31a1020acb9b23dc47f;194470,76;123,15;0,045;0,05;0,823593074;Muito Provável
d6e5958e9b599d22d5da38b814239296a40aa2fdaf400e264dc10c924df40980;6625029,79;172,98;0,508;0,13;0,87414966;Pouco Provável
d7097bfa30f673d5b6a2107a8547b84bc42f2b6439e28c8d3393e48e729a4602;238000;1,15;0,738;0,054;0,812781663;Provável
d814e4de2523712b1a9ba9893d239ba08fa4f4716660c79e002bccb84b52be08;51599,55;135;0,002;0,001;0,825;Muito Provável
00ab532f79d8719a0307e2af80e708509b9fac9e1a1d2343e018517fb965bafd;31342,24;327;0,023;0,005;0,805555556;Muito Provável
b1d7fa82636a460fd6b1f48a4089361fd8d032e82e06c7d8f008c6a0f577219c;10957434,54;73,66;0,736;0,003;0,821794872;Muito Provável
95be4060d62fe5ee4816a28a660ab72adf27b441d2c47fa9c452406f39b9221d;6454110,47;46,47;0,379;0;0,776191488;Muito Provável
99592d9593cf4409ec51dcb0e947e3e7940235f3b7fdd979293e434174c96cf0;59444,84;147,69;0,007;0,044;0,825;Muito Provável
a78f9a02c26d35770816b0cc1ad271507822f427742e130f43426d5320bb0f61;69459,65;105,57;0,482;0,128;0,877310924;Pouco Provável
608f24cfb90ef4b76f4d398ccfd1c05dee26ac88ce7623ac6557344e9c16903a;53346,49;11,73;0,059;0,087;0,82004717;Provável
31c6c3b7b44fbac3cfcc5e9a87342c48464d417fa0f75c9bbada5ff672cf60bd;36509,94;32,37;0,121;0,042;0,832053902;Provável
451e861c8ca217e4b539416e254050c6848bd7250307582d84056cc67d48b7a9;4707,17;214,82;0,006;0,007;0,785294118;Muito Provável
4b3d60ad6c78b7be0d24f07187b0004c44f13e4a7235735171f14a6866892073;71110540,2;40,95;0,389;0,028;0,772651604;Provável
a0efd18ff5297bf61a880bebafa75f805f6e2654b0b16c76683b8b7518893456;5406833,86;197,34;0,286;0,008;0,774074074;Muito Provável
5d309bec0c6513b23349f65c87a2f36e8227994444458d43788c005f8a6703d8;496582,79;131,79;0,008;0,004;0,814285714;Muito Provável
0fe13528cf9c52ea151458e321acd113179d301e1fa746537899c1ef5f763cad;6017669,3;64,18;0,025;0,013;0,767644173;Muito Provável
0889c8acb943f72789f2161b49fa3afd0f9c2b72ee18412b16e3117b4ff5aa16;40099,4;446,5;0,185;0,004;0,814285714;Provável
70bbc2b11f7ee76df39b2858ae0b08023b5e9e0f2ea870e8d0b707714d17d614;1236462,01;91,11;0,461;0,018;0,784184885;Provável
f39464626a01e166debdee60d92b4e300131c4745bfdf258804b0ea1f27889c8;35544214,86;131,44;0,535;0,001;0,825;Muito Provável
c9b5b7dd25d661e14277511f80bf1fa8d267b7fa61ab9aa4340bd843c63352aa;524003,03;35,5;0,598;0,047;0,825591398;Provável
6f7d449fef725985debf3c4cc7481a5c9b59ce6d4dcf89b44e485ae23731b19f;115910,85;76,18;0,036;0,03;0,817273101;Muito Provável
448804312c643ad49ffcc929c7f9a3768a57e34e780d2ac8df24fe219dbe3bca;66788,77;109,24;0,097;0,654;0,884323879;Pouco Provável
f06ac292ed4b93e6daebe40b1db38b4ec333400647cb761d184308c34e032317;896800;84,4;0,481;0,418;0,873042056;Pouco Provável
e3f0722e04bc0b9dd2e2913188591511faca9236ce29463ade19e141e4ca8c04;16684,2;193,92;0,011;0,182;0,860574054;Pouco Provável
f52f435850eda415cc9470fa41fb505b9c03ca1e9347a77a8f79f9f332a38ffa;5132131,29;437,73;0,489;0,001;0,81373881;Muito Provável
54575aee12eed9949a98b9d7038ee515e8710fd4187e0e22799c6a65a17a2fc3;50958,56;43,05;0,055;0,007;0,785294118;Muito Provável
1ec2ef53ad61fa7cabc2a276980104161f2ed45771dfee9347ec8ee4fe3845df;286489423,6;94,57;0,691;0;0,808108696;Muito Provável
cc188ad39918f9ea3a775d1a06625f53aeab3b8e2a928e39576783e23e2a0043;347372,83;149,28;0,062;0,052;0,818550369;Muito Provável
048580f368f34addbe90e45c8f76befd846fd6cdccd18cd9376b802b5cb7eccc;32532998,12;0,69;0,489;0,017;0,780978261;Provável
d19bcba5ca79ed4597dec8ca571aef4b8230e1f5bbc90b75163732ce9713197d;3536572,53;46,28;0,13;0,058;0,799471459;Provável
61078924d2caa38f06be87935675d17081753688b894e9a100b36501ad816002;32776,71;277,15;0,02;0,022;0,796420729;Provável
27bcda36f1eccf79b4ddd8b7be6efca2dc4298016ef3ee4cc598dd3004b7fe37;97780,83;116,73;0,065;0,05;0,821794872;Muito Provável
0d951d58093cdf5d0a196a33c75d30574ea5333a43e21410f2499cf052fdcd9c;147386,72;93,69;0,005;0;0,833333333;Muito Provável
16cb42928cf4bee80aa16f8cd21510273360f0a361a8f9ad8ee2cb697c7d2735;199187,25;95,76;0,033;0;0,833333333;Muito Provável
74df3a187ec1c0fe2b67561d355de1ec755c98f2ef7e373c361a37461c211d88;206739,75;75,24;0,143;0,894;0,894095445;Pouco Provável
394c2d24027be64a5d03526b63bcb2f7ea20c81f607d1dc3123d296523b5ccf9;35760,41;35,89;0,002;0,231;0,86324347;Pouco Provável
fd653305db1c288274f5d95fe09f87770d41377408bceaca6a84351f7db165d7;94673,5;57,34;0,023;0;0,833333333;Muito Provável
3a03840e61e30027d382aa06a5a4471dfe1ae6809607e647e6a3259e82c848ec;1436339,17;113,24;0,023;0,102;0,832936508;Provável
5a608e0c915811e4cbb6838f7c9511c5cc79b73b22c6412b04ae0dc74bf96bfc;588715,89;110,5;0,699;0,009;0,548565647;Muito Provável
4b341345f32a0033034a33597b52c547e38f196718b5e0ca7a00d5c37cc8b0ee;619946,47;66;0,007;0,032;0,818550369;Muito Provável
c113e5abd892a7e7d06e7720c91eba763e94dcf57662dc012792f3dc63e37970;90633;105,86;0,085;0;0,785294118;Muito Provável
1b8b3b1696258f622d4a446902010a6b14b541c9a466ba58af6d98bbf5cf9c7c;3300;73;0,034;0,022;0,796420729;Muito Provável
48111a98458b14d779cfb0dd5ecb3dae9b9700e2bf5571702878778e5aea7fde;374046,04;232,6;0,063;0,001;0,824391534;Muito Provável
793c634060cfacadf1b439aefc364676da800f2f7d881503164e1e5cfe3d7377;1547288,22;102,86;0,104;0,001;0,812629108;Muito Provável
8b273b5698a75ed97098b98a6210865ce968f1a3d7e71d1c8f4b71b584d0aee3;258702,17;29,5;0,021;0,033;0,823424462;Muito Provável
5a3cf366a4f03b5fdf00668d8cfe07a8b42ef0301f1eee0521fee516e7d34983;36105,55;85,6;0,016;0,108;0,827777778;Provável
cbb170943ac26c72d8b3245c6c6ebb3f3d6af069b9e73430a6610cfa6913437b;11955;231,21;0,109;0;0,82040404;Muito Provável
48bf6417f6437c90a45ed46d622db3b1a4d182f68116b58b2adaff655b51b778;2853308;129,76;0,769;0;0,825;Muito Provável
76cb44e039e55788d4b1877dd69612a79f1ba03ff8705f3beec15282dfa4db51;3793964,76;19,34;0,109;0;0,82040404;Muito Provável
89fc6f482e3c970c2ebacf175b6cfdb94dc41c3bde898d6e64cf53d97f860327;6817;40,37;0,006;0,202;0,861668276;Pouco Provável
5566a725a6aeeb6c742dc51c5eb45b444fb5d8f838208e1918f3663142ea7349;1784194,84;117,66;0,406;0;0,766513498;Muito Provável
80911ce026f36e0356018b422c8437c390baea806cb9de09a28d15bb5b1b382b;955147,29;57,18;0,053;0,028;0,812604752;Muito Provável
45f09ada10068ec56fa5416417af8cab6020e19ffab3022c9be8d763bef6757e;643976,44;8,15;0,055;0,052;0,818550369;Muito Provável
3bf554b3b4360e2831bbac8ddec935337c3b3c8ac5ef77f5a54259da02ecf7fc;34000,93;65,08;0,016;0,002;0,827777778;Muito Provável
84433a8c8480e7d5dab1d323140fbefcea0b8dddb0bf59d54da6ea3391fade3b;137826,83;5,53;0,194;0,006;0,795833333;Muito Provável
abfeab6a1593174ec7e5a52389e6c1062fe8550cc594246be956c30002ec1492;982536,84;130,95;0,171;0,139;0,427497778;Pouco Provável
754d89fbc6fbde02f5b5b354ed6d9471ef519271386ae685ac7a7e3d17f82d44;88574,71;8,5;0,054;0,031;0,819444444;Muito Provável
617852abb51d31e062266b0036cce8a3fa2fdad0ef79ec84f300b5886bafd7cf;77232,34;56,28;0,008;0,023;0,79931562;Muito Provável
a643d6ada058c50f6e7bdd0ff52e4ddd7d68cd1d229c5203a61f287891075536;575597,1;54,6;0,681;0,001;0,800611684;Muito Provável
7a2ee34499b5b473a3b0101a9c4334d73114bcf6117501387848f2022a4bfd43;51750481,26;32,5;0,461;0,004;0,796508601;Muito Provável
a409a497be068100152137d58e9360bb88fe04232640d9ab0015deb342e7df0c;1715912,83;53,34;0,525;0,637;0,88355968;Pouco Provável
bcd2070ea7c4cfe3b9ff61463a349917f1827ab1bd909758970f749dc392a818;4340;132,76;0,023;0,003;0,821794872;Muito Provável
a38d330de526439ee52f21cf64568529e4dd9ada3c8251c181e44260a4578591;323491,45;167,44;0,194;0,029;0,805555556;Provável
4188f11f4807536ec35d3f12ff035c6122c25de9fabefdc1889696022b7e4663;1985762,95;7,44;0,045;0,002;0,827777778;Muito Provável
1d1c2b2cb9325d0da89af1d90aa648982a2ec294266f701a9336870eb61a9f6a;352039,27;121,95;0,142;0,033;0,823424462;Provável
289720b2261665a6003c9683b9951a35f603e7b792107f0d369194687660b0b5;12992;231,18;0,011;0,013;0,767644173;Provável
ee4f0615d25a4fc0fe740de58af8446f66be3ddd9e1b3ccf934e8c26f3a907ca;307483,88;120,4;0,015;0,027;0,810120773;Muito Provável
f100465aebb0f69768cab9dcb253bb40fc0f204694125493a8bbf9cf8de09294;1662380,2;180,89;0,078;0,012;0,25;Provável
4ed3e57e94023bfcbd35faff467b462c8379fdbab0c4348819cd3d89e1a51050;432820;205,69;0,72;0,038;0,825591398;Provável
ce808b4998883650b45a0cab4e805285bb5eed50ef6dc8ae4138c0b1e819b35a;36606,19;59,15;0,093;0,382;0,871207753;Pouco Provável
