ID;SITUACAO
b9712d5003c99068660986efa46862a2f09bed6e0d791f9e62435036eaad45f7;CA
80b6f63dada86d29ed2aa5d3963f8b183d64f0bd48ac2127a931cdb62ff618d8;IP
72bf2dae85b8fb89e61544c1c7584bcd8eafd63a53e101ab993a17352f50510a;CA
0a33aef6d1f02cdffe5b0786368d28dd2f0d955c96fec3ef488e3d4bd31d9c6f;CA
57ce2e5126368296ecee87394a4d42d9658812f6b2becea0888460d6394f4e5f;CA
1b8b9788d0fb2cf02166398c2f31206b1b3d8f16ed071c977711d2718c7459d4;CA
860c23e2091fa58408d17d3258d4a3528dfa466baf8977d676bc3b3af8011d0a;IP
40715407398f1af9ccca7e35c96701424a73b72233d7772c1c6748cc2f937bb8;CA
82b935eb0f1233bd9aed09e14d7404e15ff57f3f76bb76cc3d0a68253eb096f7;IP
b1deafcbf2dd1385aae902169c78c2b69d7c399a47e3310ac5dadb65dbe2c6b0;IP
632fcbe107084dc10edd21010542d3db4bfe8f0c19f2ebb0e9cd3a294af2fe9a;IP
451e7eec4322450c62d25ab99f945db5a8fe48cc5ebd9eb7b4a091f454b57122;IP
667ea5e6b54f0399cb0802c5c31a29e19a484ccf209b109190666f0c7f3f597b;CA
def09dcc0aead8f4728e5c424897a5005af6801d20b469fcf6db0c7aa3ceeeac;IP
04580c0528935d6977deb7c7a920f0b7013e2bf9d7a3c5e0854d9d70611f204e;IP
6c5eb10d5ded7706c70ef199d405015182edfff8ebf54ff7dc4dae6802ff7d3b;CA
a4b99a26477674af550ac31e5bf5074f03e0b708e1a3158c6d98d780e4d8538b;IP
9c73c16b7816da92fa6072ac6a50ac91f8660abc46349c9919b5ae6798aad8ac;CA
de50863a3076346692168c4a2a049d99d99eaac3020052b3324df95f56f2653b;CA
c3cdb1a1b0f412cc101951416283cd21899480bb369ec67a6d31d09be02d5c7a;IP
dd97bca8a5879438f7fd498c961e766c0457c46e7af85a44a10a42e258bc2259;CA
4bfec2edaab84cfc43b309a1970355776b0f1b07191c33961bce47c4a204b190;CA
0bc461836dd34695a545dbcae1a1c46548708c9edffbcb9196aefa15af3fdc50;IP
596c12c032882ae7d043e9dfb8036a42b66c998690d0d6509234f3c3c980b36d;IP
0000debf08863e8d9d6148bf34e31cc127cff81f129c9862d4de068742ded2e9;CA
d6955cca41f76367e79cc91e854b149c2c6135ba6dd78d11596ff79e0eafece1;IP
c9edde04955b5b235582ead2e4f9b0ef47e8133a2a44ea7ae0bc7ade9dcdeb99;IP
449c0c011d5abad0894e2ce74cd3ecbb729657051e388b96df5aaed8fc09cde0;CA
1fa2b83680d2df6b6aa426306d4faadb550ef9012f758704cabf9018afe62d20;CA
c3b4dd9c42a58597836c7e73049d723c88a895589b03aa8af58f9daddc59701a;IP
f3b7a5e7ecd7481a3c28383300189b6229dc323ba8779e5648e155e28eebf719;CA
502fc225cac93953ab20182c6054aaa0bd23a3b86a6f23c236322dd9694c8832;CA
966aec106dfca64b434e1b3394c226708d10e8e5cbc88f1edb66669cb9b9d5e2;CA
d6d975a138ac077653c3ced9f530d7200bf66aab780ea67a31e337a4b6a68472;CA
25935b57645200b4443680a3f36a5ca82abd933c87f94d8ffb7b9cefbeb01ccf;IP
744be4138a297bc957e944086f8c494744af37aca606391808bc120365a2b99a;IP
63bae05f343a28fe5b46b660a307110418e9e14be4b84a1dbf4833260b4a40a5;IP
b9de2c515a6b89d2622fb69ab98054a76909dee8d617d54af9a167ad06a5f2b9;IP
9bc1a5a3d6197b679a4b353b477399f601d7b9b433121dee6d85f7fcf3be24a2;CA
e14d4e53b60f800550eb594b377b8c65943baad1ffc9df7e32e0e70d4585a1d0;CA
3ca98a5f8fcea25c567a584ee15da91e5cd89e2f696923660a116005ff9a0b02;IP
4fb8fd23ce662c2a7f4960bed4e60222471d7630869ccbc34b6cf5a378bdd8c5;IP
ad9f59858bf020bc89c99b3d4d0ef0e12ed1517163828de2d39e0b0f46d6ed70;IP
42b9cd6151af1635e2e4ffb30d771810758c3dc065bdd1815a3eace808c17174;CA
623b31e8d978381b503b027dfebbe17f70fe284f0a00436058176b80076185b1;IP
30bc2bf5229917338c67ba116733469fa0306e4eef58867e2bc94b284ada8f5b;CA
e513425290ee441dfb73edf267d7d8504ff0ff2be5d65d2d18fdb3ce22bb7145;IP
ba531494c313990f08c182446bc298b8c8099aae095925ee36ee1effebe00d98;CA
7192ecbc10888a995fad27d32672a8e404564244e15d583edc31fcc6514b1015;IP
7d87b6eb0c5d62da17d1db3c7a7018925d4ec11403dc9e10c25155b2544ff246;IP
4596e77148c00f785802c6cc78010ef90cac2818dc0cd676111aee79faa93b95;IP
04ab9d5d8c7be21081d8ca1f7104709d22c982b290e18d5f3bfb11c030954cc5;CA
aa7344153dd655f67d440fbbf60b97d4402ef99cb8f61595882761b9296a7181;IP
54efa63cb082eb15abc744fa14ef14c4ec2ef489d7d44ca1da266ea784cfa35a;IP
fecccf88d7dd5594ed93e30d6a85583f69d6a7ba32443ea599696cf494d64a15;IP
aafae1596239168a73fb69926f81675d87f5b214c9a41dc69c20ade6c5ee7120;CA
484d581621f2bd41e4fe45ef6905a94ad4dbcfb41d3707960874261ba7785583;IP
4ded21a295638dd6f6082543c46e96d291a08bc6f3a8d7d1f067fda76b70b8d6;CA
746f130bbd3093c5c265e0f3d8b27ed481b29b7abe473b6b25817b124135c6cd;IP
f4d2d47a9d17629ce6d70cee9e6be9cb78af46eff3fccebb3c383ccd04c288e1;CA
5773d6eb541435f9760df400cc5f45383ed99afb8f92ebd695d515b6936452b5;IP
1aa135ce46ec5b9d6a500d687b9d9cdc572babee42e43a1a7becc5171b64cdaa;IP
84344538e9785506ed2775ba4f4bea8e62ef58506e32138d7fd515a577403a5e;IP
d4793ec0bf4d074c065e4b9f2abdd9be1ef4e5c3f11d8efe00eba72ee74a3591;IP
b40866f16e31c91534112924bfa59e735a974c51e049d287c18832a9dd57fe81;CA
e5f807443066c532e6a98478988c874ddfb3e95e8e3b38c04431e01ead1a87b2;IP
9b29fb9c7b51319911b2232c7c2e23d7e592317b7d2e577c0543f9510e8f559f;IP
1f1f193fdd18747222a9d328f25a50385414ec0ebffc5d886ca60a72c9038363;IP
b296b74db170a3f35445501647089a4f25774df4689da6742360c2e4a0aaeed2;IP
